arxiv_id,topic,doc,rank,score,j1,j1_reason,j2,j2_reason
1706.01704v2,deposition,us_US20050136679A1,1,17.5379,False,"연구 아이디어는 InAs sidewall의 edge state passivation에 관한 것이고, 후보 문헌은 high-k gate dielectric 적층 시 수소의 영향에 대한 것이므로 기술적인 문제와 수단이 다르다.",False,"후보 문헌은 트랜지스터 게이트 유전체 형성 시 수소 결함 완화에 관한 것으로, InAs 측벽 엣지 상태 패시베이션 및 Al2O3 ALD를 통한 에지 저항 개선이라는 연구 아이디어의 기술 문제나 수단과 직접적인 관련이 없다."
1706.01704v2,deposition,us_US20060109397A1,2,16.6502,False,"연구 아이디어는 InAs sidewall의 표면 패시베이션 기술에 관한 반면, 후보 문헌은 OLED 백라이트와 LCD 통합에 관한 내용으로 기술적인 문제와 수단이 다르다.",False,후보 문헌은 OLED-LCD 통합 디스플레이 소자에 관한 것으로 InAs 반도체 측벽 부동화 및 에지 전도 억제와 기술적 문제나 수단이 전혀 겹치지 않는다.
1706.01704v2,deposition,us_US20150132932A1,3,16.3944,True,"Both address passivation of semiconductor surfaces, specifically focusing on reducing surface effects and improving device performance, though the materials and specific problems differ.",False,"후보 문헌은 게이트 채널 위 선택적 유전체 패시베이션 구조에 관한 일반적 반도체 소자 특허로, InAs 습식 식각 측벽의 엣지 상태 및 전도 억제를 위한 재료별 패시베이션 기법을 다루는 연구 아이디어와 기술적 문제나 수단이 겹치지 않는다."
1706.01704v2,deposition,us_US20060054950A1,4,15.5991,False,"후보 문헌은 전이 금속 산화막을 이용한 비휘발성 메모리 셀에 관한 것으로, InAs sidewall passivation 및 edge conduction 억제라는 연구 아이디어와 기술적 관련성이 낮습니다.",False,"후보 문헌은 전이금속 산화물 기반 비휘발성 메모리 소자 제조에 관한 것으로, InAs 식각 측벽의 표면 상태 패시베이션 및 에지 전도 억제라는 연구 아이디어의 기술 문제나 수단과 무관하다."
1706.01704v2,deposition,us_US20120045904A1,5,15.5647,True,"Both address passivation layers in semiconductor devices, with the research idea exploring sidewall passivation and the document detailing hydrogen-free silicon-containing layers for passivation in TFTs, indicating overlap in the technology area and problem of surface/interface control.",False,"TFT용 무수소 실리콘 유전막 형성 공정에 관한 문헌으로, InAs 이종구조 측벽의 에지 상태 패시베이션이라는 연구 아이디어의 기술 문제나 수단(황화, ALD Al2O3 등)과 직접적으로 관련되지 않는다."
1706.01704v2,deposition,us_US20120153483A1,6,14.7349,False,"연구 아이디어는 InAs sidewall의 표면 전도 억제를 위한 패시베이션 기술에 관한 것이고, 후보 문헌은 구리와 텅스텐 사이의 금속/화합물을 이용한 배리어리스 인터커넥트 구조에 관한 것으로, 다루는 기술 문제나 수단이 다르다.",False,"후보 문헌은 배리어리스 금속 인터커넥트 형성에 관한 것으로, InAs 이종구조 측벽의 에지 상태 패시베이션이라는 연구 아이디어의 기술 문제나 수단과 무관하다."
1706.01704v2,deposition,kr_1020220078082,7,13.5376,True,"연구 아이디어와 후보 문헌 모두 반도체 표면/측면 패시베이션 기술을 다루고 있으며, 특히 황(S)을 포함하는 패시베이션 화합물에 대한 내용이 연구 아이디어에서 언급된 패시베이션 시도와 관련이 있습니다.",False,"후보 문헌은 일반적인 유기 화합물 기반 패시베이션 화합물 및 박막 형성 방법에 관한 특허로, InAs 이종구조 식각 측벽의 에지 상태 및 전도 억제를 다루는 연구 아이디어와 기술적 문제나 수단이 겹치지 않는다."
1706.01704v2,deposition,kr_1020240025544,8,13.4189,False,"후보 문헌은 박막 형성 물질의 결합 에너지에 대한 화학적 특성을 다루고 있으며, 연구 아이디어는 InAs sidewall의 표면 패시베이션 및 edge conduction 억제라는 기술적 문제를 다루므로, 두 문헌은 주제 및 기술 수단 측면에서 관련성이 낮습니다.",False,"후보 문헌은 아이오딘 결합 박막 형성 물질의 DFT 계산에 관한 것으로, InAs 측벽 에지 상태 패시베이션(황, ALD Al2O3 등)이라는 연구 아이디어의 기술 문제나 수단과 무관하다."
1706.01704v2,deposition,us_US20050263829A1,9,13.3787,False,"후보 문헌은 상변화 메모리 소자 제조에 관한 내용으로, 연구 아이디어에서 다루는 InAs sidewall passivation 및 edge conduction 억제와 기술적 연관성이 없다.",False,"후보 문헌은 상변화 메모리 소자의 산화 방지층 및 제조 방법에 관한 것으로, InAs 이종구조 측벽의 에지 상태 패시베이션이라는 연구 아이디어의 기술 문제나 수단과 무관하다."
1706.01704v2,deposition,us_US20040048157A1,10,13.249,False,"연구 아이디어는 InAs sidewall의 표면 패시베이션을 통한 edge conduction 억제에 관한 반면, 후보 문헌은 리튬 바나듐 산화막 박막 배터리의 제조 및 사용에 관한 것으로, 기술적인 문제와 수단이 완전히 다르다.",False,"후보 문헌은 리튬 바나듐 산화물 박막 배터리에 관한 것으로, InAs 이종구조 측벽의 표면 상태 패시베이션이라는 연구 아이디어의 기술 문제나 수단과 무관하다."
2209.13033v1,deposition,us_US20040048157A1,1,12.1559,False,"후보 문헌은 리튬-바나듐 산화막 배터리에 관한 것으로, 연구 아이디어의 광학적 상변위기와 소재(질화규소탄소)와는 기술적 관련성이 없습니다.",False,"후보 문헌은 리튬 바나듐 산화물 박막 배터리에 관한 것으로, 열-광학 실리콘 카바이드 위상 변환기와 기술 분야, 문제, 수단이 전혀 무관하다."
2209.13033v1,deposition,us_US20060054950A1,2,11.3328,False,"후보 문헌은 전이 금속 산화막을 이용한 비휘발성 메모리 셀에 관한 것으로, 연구 아이디어의 열광학적 마이크로 링 위상 변환기와는 기술적인 문제 및 수단이 상이하다.",False,"후보 문헌은 전이금속 산화물 기반 비휘발성 메모리 셀에 관한 것으로, a-SiC 열광학 위상변조기 및 실리콘 포토닉스와 기술적 문제나 수단이 전혀 겹치지 않는다."
2209.13033v1,deposition,us_US20120153483A1,3,10.138,False,"후보 문헌은 금속 배선 구조에 관한 것으로, 연구 아이디어의 실리콘 탄화물 기반 광학 소자와 기술적 연관성이 없습니다.",False,"후보 문헌은 반도체 배선용 barrierless 인터커넥트 형성에 관한 것으로, 실리콘 기반 열-광학 위상 시프터 및 a-SiC 박막 물성과 관련된 기술 문제나 수단을 다루지 않는다."
2209.13033v1,deposition,kr_KR1020120007998A,4,10.0277,False,"연구 아이디어는 실리콘 카바이드 기반 광학 상변위기 개발에 관한 것이고, 후보 문헌은 그래핀 제조 방법에 관한 것이므로 기술 분야와 수단이 다르다.",False,그래핀 저온 성장 및 전사 기술로 열-광학 위상 변조기나 실리콘 리치 a-SiC 박막의 열광학 특성과 무관한 기술 문제와 수단을 다룬다.
2209.13033v1,deposition,us_US5970378A,5,9.8168,False,"후보 문헌은 티타늄 질화막 형성에 관한 내용으로, 연구 아이디어에서 다루는 실리콘 탄화물 기반 광학 소자와 기술적 연관성이 없습니다.",False,"후보 문헌은 반도체 소자 제조 공정 중 티타늄 나이트라이드 박막 형성에 관한 것으로, 연구 아이디어의 열광학 실리콘카바이드 기반 포토닉 위상 변조기와는 기술 분야, 문제, 수단이 전혀 다르다."
2209.13033v1,deposition,kr_1020140047673,6,9.3149,False,"후보 문헌은 그래핀 제조 방법에 관한 것으로, 연구 아이디어에서 다루는 실리콘-탄화규소 기반의 열광학 상변위기의 기술적 내용과 관련이 없습니다.",False,"그래핀 트랜지스터 제조방법에 관한 문헌으로, a-SiC 열광학 위상변조기 및 TOC 특성 연구와 기술 문제나 수단이 겹치지 않는다."
2209.13033v1,deposition,kr_1020240025544,7,9.1526,False,"후보 문헌은 박막 형성 물질의 결합 에너지에 대한 화학적 특성을 다루고 있으며, 연구 아이디어는 실리콘-탄화규소 박막의 열광학 특성 및 이를 이용한 광학 소자 구현에 관한 것으로, 기술적인 내용이 상이하여 선행기술 검토 대상으로 보기 어렵다.",False,"후보 문헌은 아이오딘 결합해리에너지 기반 박막 형성 물질에 관한 것으로, a-SiC 열광학 위상변조기의 재료 특성 및 소자 구조와 기술적 관련성이 없다."
2209.13033v1,deposition,us_US20040108217A1,8,9.1526,False,"후보 문헌은 구리 인터커넥트 구조 형성에 관한 내용으로, 연구 아이디어에서 다루는 실리콘-탄화규소 기반의 열광학적 마이크로 링 위상 변환기와는 기술적인 문제 및 수단이 상이함.",False,"후보 문헌은 구리 인터커넥트 형성을 위한 전기도금 공정에 관한 것으로, 열-광학 특성을 가진 실리콘 리치 비정질 SiC 재료 및 마이크로링 위상 변조기와 기술적 문제나 수단이 겹치지 않는다."
2209.13033v1,deposition,us_US20100151676A1,9,8.9937,False,"후보 문헌은 질화티타늄 박막의 밀도화 공정에 관한 것으로, 연구 아이디어에서 다루는 실리콘 탄화물 기반의 열광학적 상변위기 및 재료 특성 연구와 기술적 관련성이 낮습니다.",False,"후보 문헌은 반도체 배리어 금속층(TiN)의 플라즈마 밀도화 공정에 관한 것으로, 실리콘리치 a-SiC의 열광학 특성 및 마이크로링 열광학 위상변조기와는 기술 문제와 수단이 전혀 다르다."
2209.13033v1,deposition,us_US20080207006A1,10,8.5117,False,"후보 문헌은 티타늄 질화막의 플라즈마 처리 공정에 관한 것으로, 연구 아이디어에서 다루는 실리콘 탄화막의 열광학적 특성 및 소자 응용과는 기술적 내용이 상이하다.",False,"후보 문헌은 TiN 계열 박막의 플라즈마 처리 공정에 관한 것으로, 실리콘 리치 a-SiC 열광학 위상 시프터 및 TOC 특성화라는 연구 아이디어와 기술 문제나 수단이 겹치지 않는다."
1308.1128v1,deposition,kr_1020220078082,1,14.199,False,"연구 아이디어는 탄소 나노튜브를 이용하여 나노포어의 직경을 가로지르는 구조를 만들고 생체 분자 감지에 활용하는 기술에 관한 것이지만, 후보 문헌은 반도체 기판의 패시베이션 화합물에 대한 내용으로 기술적인 문제나 수단이 다르다.",False,"후보 문헌은 반도체 박막 패시베이션 화합물에 관한 것으로, 나노포어와 탄소나노튜브를 이용한 생분자 센싱 기술과는 기술 문제나 수단이 다르다."
1308.1128v1,deposition,kr_1020110021034,2,13.8051,False,"후보 문헌은 비휘발성 메모리 소자 제조 방법에 관한 것으로, 연구 아이디어에서 제시하는 탄소 나노튜브를 이용한 솔리드 스테이트 나노포어 제작 및 바이오센싱 응용과는 기술적인 문제 및 수단이 상이하다.",False,"탄소나노튜브를 나노포어에 삽입하는 생체분자 검출용 소자 제작 기술과, 3D 적층 저항 스위칭 메모리 소자 제조방법은 기술적 문제와 수단이 전혀 다르다."
1308.1128v1,deposition,kr_1020240025544,3,13.4189,False,"후보 문헌은 박막 형성 물질의 결합 에너지에 대한 화학적 특성을 다루고 있어, 연구 아이디어에서 제시하는 탄소 나노튜브를 솔리드 스테이트 나노포어에 임베딩하는 기술적 문제나 수단과는 관련이 없습니다.",False,"후보 문헌은 아이오딘 결합 박막 형성 물질의 DFT 계산에 관한 것으로, 나노포어에 탄소나노튜브를 삽입하는 연구 아이디어와 기술적 문제나 수단이 겹치지 않는다."
1308.1128v1,deposition,kr_1020080011204,4,13.376,False,"연구 아이디어는 나노포어 내 탄소나노튜브 삽입 및 제작 방법에 관한 것이고, 후보 문헌은 ReRAM 소자 구조 및 제조 방법에 관한 것으로, 기술 문제 및 수단이 상이함.",False,"후보 문헌은 저항 변화 메모리(ReRAM) 소자 구조에 관한 것으로, 나노튜브-나노포어 기반 생체분자 검출 기술과 기술 문제나 수단이 상이하다."
1308.1128v1,deposition,kr_1020240125457,5,13.3231,False,"후보 문헌은 유기막 조성물 및 형성 방법에 관한 것으로, 연구 아이디어의 고체 나노포어에 탄소 나노튜브를 삽입하는 기술과는 다른 기술 문제를 다룬다.",False,"후보 문헌은 유기막 형성용 조성물 및 패턴 형성 방법에 관한 것으로, 나노포어에 탄소나노튜브를 삽입하는 연구 아이디어의 기술 문제나 수단과 무관하다."
1308.1128v1,deposition,kr_KR1020070086562A,6,12.7359,False,"후보 문헌은 트랜지스터 구조 및 비휘발성 메모리에 관한 것으로, 연구 아이디어인 나노포어 내 탄소 나노튜브 삽입 및 이를 이용한 바이오센싱과는 기술적인 문제 및 수단이 다르다.",False,"후보 문헌은 스케일가능한 로직/비휘발성 메모리 트랜지스터 구조에 관한 것으로, 나노포어에 탄소나노튜브를 매립하는 생체분자 감지 기술과 기술적 문제나 수단이 겹치지 않는다."
1308.1128v1,deposition,kr_KR1020090098905A,7,12.6631,False,"후보 문헌은 BEoL 상호접속 구조물 제조에 관한 것으로, 연구 아이디어인 탄소 나노튜브를 이용한 솔리드 스테이트 나노포어 제작과는 기술적인 문제 및 수단이 다르다.",False,"후보 문헌은 BEoL 상호접속 구조물의 저유전율 배선 공정에 관한 것으로, 나노포어와 탄소나노튜브를 이용한 생분자 감지 소자 제작이라는 연구 아이디어의 기술 문제나 수단과 무관하다."
1308.1128v1,deposition,us_US20060054950A1,8,12.5958,False,"연구 아이디어는 나노포어와 탄소나노튜브를 이용한 바이오센서 및 DNA 시퀀싱 기술에 관한 것이고, 후보 문헌은 전이 금속 산화막을 이용한 비휘발성 메모리 셀에 관한 것으로, 기술적인 문제와 수단이 완전히 다르다.",False,"후보 문헌은 전이금속 산화물 기반 비휘발성 메모리 셀 제조에 관한 것으로, 탄소나노튜브를 나노포어에 삽입하는 연구 아이디어의 기술 문제나 수단과 무관하다."
1308.1128v1,deposition,us_US20090194876A1,9,12.4544,False,"후보 문헌은 반도체 인터커넥트 구조에 관한 것으로, 연구 아이디어의 탄소 나노튜브와 고체 나노포어 삽입 기술과는 기술적 내용 및 해결하려는 문제가 다르다.",False,"후보 문헌은 Cu/ultra low-k 인터커넥트 구조에 관한 것으로, 나노포어에 탄소나노튜브를 결합하는 생체분자 센싱 기술과 기술 문제나 수단이 겹치지 않는다."
1308.1128v1,deposition,kr_1020160093314,10,12.1138,False,"후보 문헌은 전자 섬유 증착 장치에 대한 것으로, 연구 아이디어에서 제시하는 탄소 나노튜브를 이용한 솔리드 스테이트 나노포어 제작 기술과는 기술적인 내용이 상이하다.",False,"후보 문헌은 섬유 기판에 균일 증착을 위한 회전 장치에 관한 것으로, 나노포어에 탄소나노튜브를 삽입하는 연구 아이디어의 기술 문제나 수단과 무관하다."
0908.3525v1,deposition,us_US20060054950A1,1,14.4907,True,두 자료 모두 전이 금속 산화막을 이용한 저항 스위칭 현상 및 비휘발성 메모리 소자 응용을 다루고 있어 기술적 연관성이 있다.,True,둘 다 전이금속 산화물(TiO2 포함)을 데이터 저장층으로 사용하는 저항 변화(비휘발성 메모리) 소자의 구조와 산소 결손/비정상 산소비를 다루므로 동일 기술 문제를 공유한다.
0908.3525v1,deposition,us_US20050136679A1,2,12.3147,False,"후보 문헌은 고유전체 게이트 절연막의 수소 없는 통합에 관한 것으로, 연구 아이디어의 비극성 저항 스위칭 메커니즘과는 기술적 문제 및 수단이 다르다.",False,"후보 문헌은 수소 없는 고유전율 게이트 유전체 형성 트랜지스터 공정에 관한 것으로, 연구 아이디어의 저항 스위칭 메커니즘 및 산소 공공 기반 전도 특성과는 기술적 문제나 수단이 겹치지 않는다."
0908.3525v1,deposition,kr_1020160093314,3,12.3104,False,"후보 문헌은 전자 섬유 증착 장치의 기계적 구조에 대한 것이고, 연구 아이디어는 비정질 티타늄 산화막의 저항 스위칭 메커니즘에 대한 전기적 특성 연구이므로 기술적인 내용이 전혀 다르다.",False,"후보 문헌은 섬유 기판 증착 장치의 기계적 구동 구조에 관한 것으로, 연구 아이디어의 저항 스위칭 메커니즘이나 산화물 박막의 전기적 특성과 관련된 기술 문제나 수단을 다루지 않는다."
0908.3525v1,deposition,kr_1020190092298,4,12.1516,False,"후보 문헌은 박막 증착 방법에 대한 것이고, 연구 아이디어는 산화 티타늄 박막의 저항 스위칭 메커니즘 분석이므로, 다루는 기술 문제나 수단이 다르다.",False,"후보 문헌은 플라즈마 증착 공정의 전자/이온 제어 기법에 관한 것으로, 연구 아이디어의 핵심인 TiO2 박막의 저항 스위칭 메커니즘이나 산소 공공 이동, 전도 모델과는 기술적으로 무관하다."
0908.3525v1,deposition,us_US20050263829A1,5,12.1516,False,"후보 문헌은 상변화 메모리 소자의 구조 및 제조 방법에 관한 것으로, 연구 아이디어에서 다루는 비극성 저항 스위칭 메커니즘과는 기술적 내용이 다르다.",False,"후보 문헌은 상변화 메모리 소자 구조 및 제조 방법에 관한 것으로, 연구 아이디어의 비정질 TiO2 기반 저항 스위칭 메커니즘(산소 공공 이동, SCLC, Schottky emission)과 기술 문제 및 수단이 전혀 다르다."
0908.3525v1,deposition,us_US20180033614A1,6,12.1516,False,"후보 문헌은 저유전율 실리콘 기반 박막에 관한 내용으로, 연구 아이디어의 산화 티타늄 박막의 bipolar resistive switching과는 기술적인 문제 및 수단이 상이함.",False,"후보 문헌은 저유전율 탄소 도핑 실리콘 산화막 증착에 관한 것으로, 연구 아이디어의 비정질 티타늄 산화물 기반 저항 스위칭 메커니즘과 기술적 문제나 수단이 겹치지 않는다."
0908.3525v1,deposition,us_US20040048157A1,7,12.1405,False,"후보 문헌은 리튬-바나듐 산화막을 이용한 박막 배터리의 제조 및 사용에 관한 것으로, 연구 아이디어에서 다루는 비정질 티타늄 산화막의 bipolar resistive switching 현상과는 기술적인 내용이 상이하다.",False,"후보 문헌은 리튬 이온 박막 배터리 소재 및 구조에 관한 것으로, 연구 아이디어의 저항 변화 메모리 메커니즘(산소 공공 이동, SCLC/Schottky 전도)과 기술 분야 및 문제가 전혀 겹치지 않는다."
0908.3525v1,deposition,kr_1020110076992,8,11.4387,False,"후보 문헌은 반도체 소자 제조 공정에 대한 내용으로, 연구 아이디어에서 다루는 비극성 저항 스위칭 현상 및 메커니즘과는 기술적 내용이 상이함.",False,"후보 문헌은 반도체 미세 패턴 형성(포토리소그래피/식각) 공정에 관한 것으로, 저항 변화 메모리의 스위칭 메커니즘이나 산화물 결함 기반 전도 특성과는 기술 문제 및 수단이 전혀 다르다."
0908.3525v1,deposition,us_US20040151844A1,9,11.4387,False,"후보 문헌은 유기 고분자 보호 기술에 관한 것으로, 연구 아이디어의 비극성 저항 스위칭 메커니즘 및 박막 증착 방식과는 기술적 관련성이 낮습니다.",False,"후보 문헌은 유기 고분자 보호를 위한 플라즈마 증착 공정 특허로, 저항 스위칭 메커니즘이나 TiO2 기반 소자 특성과는 무관하다."
0908.3525v1,deposition,us_US20060281266A1,10,11.4387,False,"후보 문헌은 리소그래피 공정의 스페이서 제어를 다루고 있어, 연구 아이디어에서 다루는 비극성 저항 스위칭 메커니즘과는 기술적인 내용이 상이함.",False,"후보 문헌은 피치 배증을 위한 패턴 형성 및 스페이서 공정 기술로, 저항 변화 메모리의 아모르퍼스 TiO2 저항 스위칭 메커니즘과는 기술 문제나 수단이 전혀 겹치지 않는다."
1303.0086v1,deposition,kr_KR1020020002717A,1,12.4309,False,"후보 문헌은 플래쉬 메모리 셀 제조 방법에 관한 것으로, 연구 아이디어인 MoS2 기반 FET의 성능 향상과는 기술적인 내용이 다르다.",False,후보 문헌은 실리콘 기반 플래쉬 메모리 셀 제조 공정에 관한 것으로 CVD 단결정 MoS2 FET의 물질 합성 및 전하수송 특성 문제와 기술적 수단이 전혀 다르다.
1303.0086v1,deposition,kr_1020080011204,2,12.1502,False,"연구 아이디어는 MoS2 기반 트랜지스터의 성능 향상에 관한 것이고, 후보 문헌은 ReRAM 기반 메모리 소자에 관한 것이므로 기술 분야와 해결하려는 문제가 다르다.",False,"후보 문헌은 금속 질화물 기반 ReRAM 저항 변화 메모리 소자에 관한 것으로, CVD 단결정 MoS2 채널 FET의 이동도 및 on/off 비율 개선이라는 기술 문제나 수단과 무관하다."
1303.0086v1,deposition,us_US20060054950A1,3,12.1502,False,"연구 아이디어는 MoS2 기반 트랜지스터의 성능 향상에 관한 것이고, 후보 문헌은 전이 금속 산화막 기반의 비휘발성 메모리 셀에 관한 것으로, 기술 문제와 수단이 완전히 다르다.",False,"후보 문헌은 전이금속 산화물 기반 비휘발성 메모리 셀 구조에 관한 것으로, CVD 단결정 MoS2 FET의 이동도 및 on/off 비율 향상이라는 연구 아이디어와 기술 문제나 수단이 겹치지 않는다."
1303.0086v1,deposition,kr_KR1020120124951A,4,11.9063,False,"후보 문헌은 레이저 유도 이온 가속용 박막 제조 기술에 관한 것으로, 연구 아이디어의 MoS2 FET 제작 기술과는 기술 분야 및 해결하고자 하는 문제가 다르다.",False,레이저 유도 이온 가속용 박막 제조 기술로 MoS2 CVD 기반 전계효과트랜지스터의 기술 문제나 수단과 무관하다.
1303.0086v1,deposition,kr_KR100471575B1,5,11.6079,False,"후보 문헌은 플래시 메모리 소자 제조 방법에 관한 것으로, 연구 아이디어인 MoS2 FET의 성능 향상과는 기술적인 문제 및 수단이 다르다.",False,"후보 문헌은 실리콘 기반 플래시 메모리 소자의 STI 및 플로팅 게이트 제조 공정에 관한 것으로, CVD 단결정 MoS2 채널 FET의 이동도 및 온/오프비 향상이라는 연구 아이디어의 기술 문제나 수단과 무관하다."
1303.0086v1,deposition,kr_KR1020010004720A,6,11.6079,False,"후보 문헌은 SiGe 에피택시 기반 트랜지스터 제조 기술에 관한 것으로, MoS2 기반 FET와는 다른 기술 문제 및 기술 수단을 다룬다.",False,"후보 문헌은 실리콘/SiGe 기반 PMOS 트랜지스터 제조 공정에 관한 것으로, MoS2 등 2차원 물질 CVD 성장 및 이를 이용한 FET에 관한 연구 아이디어와 기술 문제 및 기술 수단이 상이하다."
1303.0086v1,deposition,kr_KR1020070075092A,7,11.6079,False,"후보 문헌은 플래시 메모리 소자 제조 방법에 관한 것으로, 연구 아이디어의 MoS2 FET와는 기술 분야 및 다루는 문제가 다르다.",False,"후보 문헌은 실리콘 기반 플래시 메모리 폴리실리콘 그레인 크기 제어 공정에 관한 것으로, CVD 단결정 MoS2 채널 기반 FET의 이동도 및 온오프비 향상이라는 연구 아이디어와 소재, 소자 구조, 기술적 문제 모두 무관하다."
1303.0086v1,deposition,us_US6632741B1,8,11.2743,False,"연구 아이디어는 MoS2 기반 트랜지스터의 성능 향상에 관한 것이고, 후보 문헌은 패턴 형성 및 에칭 공정에 관한 것으로, 기술적인 문제와 수단이 다르다.",False,"후보 문헌은 반도체 패턴 형성용 self-trimming/spacer 공정 기술로, CVD 단결정 MoS2 FET의 이동도 및 소자 특성과는 기술 문제와 수단이 전혀 다르다."
1303.0086v1,deposition,kr_KR1020060011478A,9,10.7973,False,"후보 문헌은 비휘발성 메모리 소자에 관한 것으로, 연구 아이디어의 MoS2 기반 FET와 기술적인 연관성이 없습니다. 서로 다른 소자 구조와 동작 원리를 다루고 있습니다.",False,"후보 문헌은 SONOS 구조 비휘발성 메모리 소자의 유전막 적층 구조에 관한 것으로, CVD 성장 단결정 MoS2 기반 FET의 채널 물질 및 이동도/온오프비 개선이라는 연구 아이디어의 기술 문제나 수단과 무관하다."
1303.0086v1,deposition,kr_1020160093314,10,10.601,False,"후보 문헌은 전자 섬유 증착 장치의 구조에 대한 것이고, 연구 아이디어는 MoS2 FET의 성능 향상에 관한 것이므로 기술적인 내용이 다르다.",False,"후보 문헌은 섬유 기판에 균일한 두께로 물질을 증착하기 위한 기계적 증착 장치에 관한 것으로, CVD를 이용한 단결정 MoS2 반도체 채널 합성 및 FET 소자 특성과는 기술 문제나 기술 수단이 무관하다."
